url,name,origin_price,sale_price,description,sales,review
https://makemyproject.net/shop/products/32,Demo Product #32,20740,12444,비교 실험 수업에서 결과 재현성이 높은 기준형 제품입니다.,1064,"[{""user"": ""user003"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 지난번보다 할인은 작아졌지만 품질은 꾸준해서 납득은 됩니다. 지역 특성상 늦을 줄 알았는데 예상보다 빨랐습니다. 다음 구매 때는 옵션 조합을 바꿔 다시 시도해볼 생각입니다.""}, {""user"": ""user010"", ""content"": ""직전 결제 이력과 비교해보니 표시 할인율은 낮은데 최종 결제가는 큰 차이 없었습니다. 주말 포함인데도 비교적 빠르게 받았습니다. 장기 사용 관점에서 추가로 테스트해볼 가치가 있다고 봅니다.""}, {""user"": ""user017"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 이전 캡처본과 비교하면 할인 표기가 줄어든 게 보입니다. 도착은 빨랐지만 송장 업데이트가 늦어 조금 불안했습니다. 기대 대비 성능 편차가 크지 않아 안정적으로 느껴졌습니다.""}, {""user"": ""user024"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 지난번보다 할인은 작아졌지만 품질은 꾸준해서 납득은 됩니다. 예정보다 늦었지만 중간 안내 메시지는 친절했어요. 이 상품은 재구매 의사가 생길 만큼 전반적인 만족도가 높습니다.""}]"
https://makemyproject.net/shop/products/22,Demo Product #22,17040,16188,기본 기능에 충실하면서 유지비를 낮춘 합리형 제품입니다.,464,"[{""user"": ""user690"", ""content"": ""지난달 정가로 샀던 상품인데 이전 캡처본과 비교하면 할인 표기가 줄어든 게 보입니다. 배송 기사님 연락이 명확해서 수령이 수월했습니다. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user697"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 지난번보다 할인은 작아졌지만 품질은 꾸준해서 납득은 됩니다. 부속품 누락 없이 한 번에 받아서 좋았습니다. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user704"", ""content"": ""직전 결제 이력과 비교해보니 표시 할인율은 낮은데 최종 결제가는 큰 차이 없었습니다. 비 오는 날 받았는데 방수 포장이 되어 있어 만족했습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user711"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 이전 캡처본과 비교하면 할인 표기가 줄어든 게 보입니다. 배송은 보통이었고 설치 안내 문구가 도움이 됐어요. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user718"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 지난번보다 할인은 작아졌지만 품질은 꾸준해서 납득은 됩니다. 지역 특성상 늦을 줄 알았는데 예상보다 빨랐습니다. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
https://makemyproject.net/shop/products/13,Demo Product #13,13710,13024,빠른 초기 세팅을 위해 기본 프리셋을 포함한 구성이에요.,351,"[{""user"": ""user411"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 할인 수치가 줄어든 대신 구성품이 좋아진 점은 괜찮아요. 도착은 빨랐지만 송장 업데이트가 늦어 조금 불안했습니다. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user418"", ""content"": ""지난달 정가로 샀던 상품인데 할인 퍼센트가 들쭉날쭉해서 정책이 조금 헷갈립니다. 예정보다 늦었지만 중간 안내 메시지는 친절했어요. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user425"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 할인율이 낮아진 대신 배송 옵션이 좋아진 건 만족합니다. 배송은 하루 만에 와서 바로 설치했습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user432"", ""content"": ""직전 결제 이력과 비교해보니 할인 수치가 줄어든 대신 구성품이 좋아진 점은 괜찮아요. 완충재가 충분해서 제품 상태는 매우 좋았습니다. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user439"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 할인 퍼센트가 들쭉날쭉해서 정책이 조금 헷갈립니다. 포장은 단단했지만 기사님 도착 시간은 조금 늦었습니다. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
https://makemyproject.net/shop/products/4,Demo Product #04,10380,9861,작은 공간에서도 배치가 쉬운 컴팩트 타입 제품입니다.,238,"[{""user"": ""user132"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 이번엔 혜택이 적어 보였지만 제품 상태는 더 좋았습니다. 박스 모서리 손상 없이 깔끔하게 도착했어요. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user139"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 결국 총액 기준으로는 합리적이라 재구매를 결정했습니다. 택배 박스가 커서 놀랐지만 내부 고정이 잘 돼 있었어요. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user146"", ""content"": ""지난달 정가로 샀던 상품인데 체감상 프로모션이 약해졌는데 재고 상황 때문인지 궁금합니다. 출고는 빨랐는데 택배 이동이 지연돼 이틀 더 걸렸습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user153"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 이번엔 혜택이 적어 보였지만 제품 상태는 더 좋았습니다. 배송 기사님 연락이 명확해서 수령이 수월했습니다. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user160"", ""content"": ""직전 결제 이력과 비교해보니 결국 총액 기준으로는 합리적이라 재구매를 결정했습니다. 부속품 누락 없이 한 번에 받아서 좋았습니다. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
https://makemyproject.net/shop/products/40,Demo Product #40,23700,22515,소규모 팀 협업에서 공유 사용이 편한 표준형 구성입니다.,310,"[{""user"": ""user251"", ""content"": ""직전 결제 이력과 비교해보니 이번에는 할인율이 오히려 낮게 표시돼서 살짝 아쉽네요. 배송은 보통이었고 설치 안내 문구가 도움이 됐어요. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user258"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 할인율만 보면 손해 같지만 실제 사용 만족도는 높았습니다. 지역 특성상 늦을 줄 알았는데 예상보다 빨랐습니다. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user265"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 크게 할인할 줄 알았는데 예상보다 보수적으로 나와서 놀랐어요. 주말 포함인데도 비교적 빠르게 받았습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user272"", ""content"": ""지난달 정가로 샀던 상품인데 이번에는 할인율이 오히려 낮게 표시돼서 살짝 아쉽네요. 도착은 빨랐지만 송장 업데이트가 늦어 조금 불안했습니다. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user279"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 할인율만 보면 손해 같지만 실제 사용 만족도는 높았습니다. 예정보다 늦었지만 중간 안내 메시지는 친절했어요. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
https://makemyproject.net/shop/products/39,Demo Product #39,23330,19830,주요 기능을 빠르게 익힐 수 있게 학습 친화적으로 설계했어요.,813,"[{""user"": ""user220"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 결국 총액 기준으로는 합리적이라 재구매를 결정했습니다. 도착은 빨랐지만 송장 업데이트가 늦어 조금 불안했습니다. 다음 구매 때는 옵션 조합을 바꿔 다시 시도해볼 생각입니다.""}, {""user"": ""user227"", ""content"": ""지난달 정가로 샀던 상품인데 체감상 프로모션이 약해졌는데 재고 상황 때문인지 궁금합니다. 예정보다 늦었지만 중간 안내 메시지는 친절했어요. 장기 사용 관점에서 추가로 테스트해볼 가치가 있다고 봅니다.""}, {""user"": ""user234"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 이번엔 혜택이 적어 보였지만 제품 상태는 더 좋았습니다. 배송은 하루 만에 와서 바로 설치했습니다. 기대 대비 성능 편차가 크지 않아 안정적으로 느껴졌습니다.""}]"
https://makemyproject.net/shop/products/11,Demo Product #11,12970,9728,사무실 공용 장비로 쓰기 좋은 내구성 강화 모델입니다.,977,"[{""user"": ""user349"", ""content"": ""직전 결제 이력과 비교해보니 정가 대비 메리트는 남아 있지만 예전만큼 파격적이진 않네요. 택배 박스가 커서 놀랐지만 내부 고정이 잘 돼 있었어요. 다음 구매 때는 옵션 조합을 바꿔 다시 시도해볼 생각입니다.""}, {""user"": ""user356"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 지금은 할인 폭이 줄어 보여도 기본 가격이 안정적이긴 합니다. 출고는 빨랐는데 택배 이동이 지연돼 이틀 더 걸렸습니다. 장기 사용 관점에서 추가로 테스트해볼 가치가 있다고 봅니다.""}, {""user"": ""user363"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 지난 행사 때보다 할인폭이 작아 보여 비교가 자꾸 되네요. 배송 기사님 연락이 명확해서 수령이 수월했습니다. 기대 대비 성능 편차가 크지 않아 안정적으로 느껴졌습니다.""}, {""user"": ""user370"", ""content"": ""지난달 정가로 샀던 상품인데 정가 대비 메리트는 남아 있지만 예전만큼 파격적이진 않네요. 부속품 누락 없이 한 번에 받아서 좋았습니다. 이 상품은 재구매 의사가 생길 만큼 전반적인 만족도가 높습니다.""}]"
https://makemyproject.net/shop/products/25,Demo Product #25,18150,14520,한 번에 여러 창을 띄워도 버벅임이 적은 세팅입니다.,705,"[{""user"": ""user783"", ""content"": ""직전 결제 이력과 비교해보니 이번에는 할인율이 오히려 낮게 표시돼서 살짝 아쉽네요. 배송은 보통이었고 설치 안내 문구가 도움이 됐어요. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user790"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 할인율만 보면 손해 같지만 실제 사용 만족도는 높았습니다. 지역 특성상 늦을 줄 알았는데 예상보다 빨랐습니다. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user797"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 크게 할인할 줄 알았는데 예상보다 보수적으로 나와서 놀랐어요. 주말 포함인데도 비교적 빠르게 받았습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user804"", ""content"": ""지난달 정가로 샀던 상품인데 이번에는 할인율이 오히려 낮게 표시돼서 살짝 아쉽네요. 도착은 빨랐지만 송장 업데이트가 늦어 조금 불안했습니다. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user811"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 할인율만 보면 손해 같지만 실제 사용 만족도는 높았습니다. 예정보다 늦었지만 중간 안내 메시지는 친절했어요. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
https://makemyproject.net/shop/products/36,Demo Product #36,22220,22220,장비 관리 경험이 적어도 운영하기 쉬운 유지보수형 모델입니다.,192,"[{""user"": ""user127"", ""content"": ""직전 결제 이력과 비교해보니 정가 대비 메리트는 남아 있지만 예전만큼 파격적이진 않네요. 배송은 보통이었고 설치 안내 문구가 도움이 됐어요. 다음 구매 때는 옵션 조합을 바꿔 다시 시도해볼 생각입니다.""}, {""user"": ""user134"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 지금은 할인 폭이 줄어 보여도 기본 가격이 안정적이긴 합니다. 지역 특성상 늦을 줄 알았는데 예상보다 빨랐습니다. 장기 사용 관점에서 추가로 테스트해볼 가치가 있다고 봅니다.""}, {""user"": ""user141"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 지난 행사 때보다 할인폭이 작아 보여 비교가 자꾸 되네요. 주말 포함인데도 비교적 빠르게 받았습니다. 기대 대비 성능 편차가 크지 않아 안정적으로 느껴졌습니다.""}]"
https://makemyproject.net/shop/products/1,Demo Product #01,9270,6026,집중 업무용으로 설계된 저소음 기본형 모델입니다.,987,"[{""user"": ""user039"", ""content"": ""예전에 쿠폰 없이 구매했던 입장에서 지난 행사 때보다 할인폭이 작아 보여 비교가 자꾸 되네요. 완충재가 충분해서 제품 상태는 매우 좋았습니다. 실습 장비나 테스트 환경에서도 충분히 활용 가능한 수준입니다.""}, {""user"": ""user046"", ""content"": ""직전 결제 이력과 비교해보니 정가 대비 메리트는 남아 있지만 예전만큼 파격적이진 않네요. 포장은 단단했지만 기사님 도착 시간은 조금 늦었습니다. 업무용 기준에서도 안정적으로 운영 가능한 품질로 느꼈습니다.""}, {""user"": ""user053"", ""content"": ""가족 계정으로 샀던 이력과 비교하면 지금은 할인 폭이 줄어 보여도 기본 가격이 안정적이긴 합니다. 당일 출고라 기대했는데 실제 수령은 다음다음날이었습니다. 가성비 관점에서는 여전히 경쟁력이 있는 선택지였습니다.""}, {""user"": ""user060"", ""content"": ""첫 주문 때 혜택이 없었던 기억 때문에 지난 행사 때보다 할인폭이 작아 보여 비교가 자꾸 되네요. 박스 모서리 손상 없이 깔끔하게 도착했어요. 다음 행사 시즌에도 다시 검토해볼 후보로 남겨둘 예정입니다.""}, {""user"": ""user067"", ""content"": ""지난달 정가로 샀던 상품인데 정가 대비 메리트는 남아 있지만 예전만큼 파격적이진 않네요. 택배 박스가 커서 놀랐지만 내부 고정이 잘 돼 있었어요. 이 상품은 동료에게도 추천할 만한 수준이라고 느꼈습니다.""}]"
